code;nom;latitude;longitude;region;statut;zone_hta;zone_complete
SORNA;SORNAT;46.6218866678419;3.73836592416098;BOURGOGNE-FRANCHE-COMTé;Saturé;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SORRU;SORRUS;50.4555499536561;1.72151075733438;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SOSPE;SOSPEL;43.8823798093301;7.47808938633751;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SOUIL;SOUILLAC;44.9029391084362;1.46497177020797;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
SOUL6;SOULAC;45.5048048816715;-1.11390906490526;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SOULL;SOULLANS;46.7847842192274;-1.88727416218315;PAYS DE LA LOIRE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SOULO;SOULOM;42.9532038855559;-0.0694492052041994;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SOUR5;SOURCE;47.8458397489513;1.94303029533158;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SOUST;SOUSTONS;43.7711046840785;-1.29547195385099;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SOYAU;SOYAUX;45.6309939063429;0.186778919260912;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SPORE;SPORENINSEL;48.5838987507314;7.74811629115057;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SQUIV;SQUIVIDAN;48.017502620533;-4.05328536973497;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
VOI.O;ST AUBIN;48.715768081557;5.42772817579606;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSPL5;ST AUBIN DU PLAIN;46.9192301478109;-0.461853102345116;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSGCO;ST GERAUD DE CORPS;44.9395277335296;0.236820810351683;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
SSPUY;ST GERMAIN DU PUY;47.1125000152098;2.49776623957086;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSVI5;ST JEAN LE VIEUX;43.177833505873;-1.2183564082577;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSJOU;ST LAURENT DE JOURDES;46.4068891729097;0.551556727774442;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMEU;ST MICHEL SUR MEURTHE;48.3213157621619;6.89995434412822;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSRO5;ST PIERRE ROCHE;45.7258908802982;2.8109572193493;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSPRO;ST REMY DE PROVENCE;43.7952178991411;4.82015256300562;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSYRI;ST YRIEIX;45.5369890934689;1.21897882231642;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSAG5;ST-AGATHON;48.5557064023745;-3.08045004434957;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSALB;ST-ALBAN;43.6932527020642;1.4038143548723;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAM5;ST-AMAND;50.4338412165837;3.43542867306018;HAUTS-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAMA;ST-AMAND;46.7177190476454;2.51011250508627;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSAMO;ST-AMOUR;45.7556231234518;4.85065862457566;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCOR;ST-ANDRE-DE-CORCY;45.9236602156288;4.93991639668559;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCUB;ST-ANDRE-DE-CUBZAC;45.0004456263381;-0.460894419778373;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSEUR;ST-ANDRE-DE-L'EURE;48.9102408051529;1.25269453578468;NORMANDIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAN5;ST-ANTONIN;44.1608727359328;1.72348008224739;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAPO;ST-APOLLINAIRE;47.3239785997071;5.07997073338563;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAUB;ST-AUBAN;44.0737604919019;6.00260290867723;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSAU5;ST-AUBIN;48.730413144377;2.1433526619322;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAV7;ST-AVE;47.671481305603;-2.73457958497533;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSAVE;ST-AVERTIN;47.3469669886393;0.728556401534636;CENTRE-VAL DE LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAVO;ST-AVOLD;49.1383382474308;6.70372494212747;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSAVR;ST-AVRE;45.3463916001155;6.30849572026242;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSAV6;ST-AVRE (SNCF);45.3460075686287;6.30883457758283;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSBA5;ST-BARTHELEMY;47.4730700928954;-0.51477458131823;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSBEN;ST-BENOIT;46.5450630753934;0.334904407962755;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSBE5;ST-BERNARD;45.9510537492024;4.74886655258045;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSBER;ST-BERON;45.4897921549946;5.71663619812587;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSBLA;ST-BLAISE;48.4057039758921;7.16074144722938;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSBON;ST-BONNET-LE-CHATEAU;45.4292618728705;4.07154346080001;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSBRI;ST-BRIEUC;48.5227235198165;-2.75733700879719;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCAL;ST-CALAIS;47.9181921599977;0.729902272019801;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCAS;ST-CASSIEN;43.6017746824608;6.84132005987659;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCER;ST-CERE;44.8537375415781;1.87469538541261;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSCES;ST-CESAIRE;43.8120035853365;4.33618407737499;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCHA;ST-CHAMAS;43.5275148308952;5.0710872252299;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
SSCH6;ST-CHARLES;48.6689121695759;6.17791297402237;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSAPC;ST-CHELY-D;44.7949741577061;3.27865177640818;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSCLA;ST-CLAIR;45.432917319676;4.76999656432991;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCL5;ST-CLAUDE;46.3786066572504;5.83955069629851;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCON;ST-CONTEST;49.2175654268864;-0.408115023270199;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCO6;ST-COULITZ;48.1754193386941;-4.06222609126311;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCRI;ST-CRICQ;43.1215810334009;-0.488566788715747;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCYP;ST-CYPRIEN;42.6333638207407;2.99967368879015;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSVA6;ST-CYR-EN-VAL;47.7935859188238;1.92825955285585;CENTRE-VAL DE LOIRE;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
SSDAL;ST-DALMAS;44.0468627235785;7.58586236355826;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCAT;ST-DENIS-CATUS;44.5621540183849;1.3860997941126;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSDIE;ST-DIE;48.2739890649807;6.96632788804796;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSDIZ;ST-DIZIER;48.6449851740225;4.93552690301847;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSDOU;ST-DOULCHARD;47.1066320035073;2.38033163266291;CENTRE-VAL DE LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSCEC;STE CECILE LES VIGNES;44.2172413914252;4.88578401316664;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSALA;STE-ALAUZIE;44.301200176871;1.31542713435319;OCCITANIE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSPLA;STE-CROIX-EN-PLAINE;48.0143016662482;7.37807907652156;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSFOY;STE-FOY-LA-GRANDE;44.8409608199242;0.235925083696925;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSEGR;ST-EGREVE;45.2337464837557;5.66466323958668;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSE.C;ST-EGREVE CENTRALE;45.2364687987762;5.660253781439;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSLAC;STE-HELENE-DU-LAC;45.4704689861764;6.04226811748251;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSJAM;STE-JAMME-SUR-SARTHE;48.1460882945981;0.166793077091453;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSLIV;STE-LIVRADE;44.3946597719802;0.607628043389829;NOUVELLE-AQUITAINE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSELO;ST-ELOI;46.9910190213774;3.21209874018809;BOURGOGNE-FRANCHE-COMTé;En construction (déduit selon data Capareseau);Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMIN;STE-MARIE-AUX-MINES;48.2502378125492;7.19883888776621;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSMAX;STE-MAXENCE;49.3079415804681;2.59503466948214;HAUTS-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSMA7;STE-MAXIME;43.3225445686125;6.64582156899079;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMEN;STE-MENEHOULD;49.0828240534818;4.89613285962127;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
STENA;STENAY;49.5096341514844;5.2003390472259;GRAND EST;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSPAZ;STE-PAZANNE;47.1063798327117;-1.81047454674399;PAYS DE LA LOIRE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSSIG;STE-SIGOLENE;45.2333952055064;4.22512306667139;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSEST;ST-ESTEVE;43.6931643422692;5.38478122829078;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
SSCAN;ST-ETIENNE-CANTALES;44.9452161071326;2.21838113918093;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSTIN;ST-ETIENNE-DE-TINEE;44.236367378133;6.94940768369287;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSROU;ST-ETIENNE-DU-ROUVRAY;49.3684888822728;1.10479963126502;NORMANDIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
SSTUL;STE-TULLE;43.7836915338147;5.77483213942944;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSEVR;ST-EVROULT (SNCF);48.5473551485692;2.11556638443235;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSFER;ST-FERJEUX;47.2342123239431;5.9831419809796;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSFIA;ST-FIACRE;48.5605977848044;-3.82172910545569;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSFLO;ST-FLORENT;46.3067864096244;-0.474935213081018;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSFL8;ST-FLOUR;45.0287868370871;3.09307777430251;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSCO5;ST-GENIES-DE-COMOLAS;44.0631795763248;4.73721334151025;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSGEN;ST-GENIEZ;45.0712868592539;2.06717546954574;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSPOU;ST-GENIS-POUILLY;46.2349448443887;6.02097341763184;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSGE6;ST-GEORGES;47.386891664065;-0.756371471493733;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSGEO;ST-GEORGES;42.7886387850866;2.22111481576872;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSGE5;ST-GEORGES (SNCF);46.0493803642944;4.71583461603677;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSGIL;ST-GILLES;46.6955777251156;-1.8900030573114;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSGRA;ST-GRAVE;47.7272419750525;-2.28597707365495;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSGUI;ST-GUILLERME;45.0308834571447;6.07862156739136;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSHER;ST-HERBOT;48.3312731640532;-3.80136292435213;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSHIL;ST-HILAIRE;45.0766778826642;5.22487703109027;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones d'injection photovoltaïque HTB
SSHON;ST-HONORE;46.9070016995105;3.85062327780274;BOURGOGNE-FRANCHE-COMTé;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSJA5;ST-JACQUES;46.3534629260858;2.60732696816099;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSJEA;ST-JEAN;49.8623694987511;3.2886750850276;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSARD;ST-JEAN D ARDIERES;46.1197004015864;4.7296388932728;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSANG;ST-JEAN-D ANGELY;45.9282912157428;-0.527510240715492;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSILL;ST-JEAN-D ILLAC;44.8140671110753;-0.857565675675638;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSLUZ;ST-JEAN-DE-LUZ;43.3868557445343;-1.65678830896332;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMON;ST-JEAN-DE-MONTS;46.7940777015414;-2.05437061016278;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSSIX;ST-JEAN-DE-SIXT;45.9146022841846;6.41869893886304;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSJOS;ST-JOSEPH;47.2497775739565;-1.52063502835916;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSGE7;ST-JULIEN-EN-GENEVOIS;46.1292328159481;6.09089021319166;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSJUN;ST-JUNIEN;45.8772481607236;0.919771151270195;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSJUS;ST-JUST-SUR-LOIRE;45.4917866623629;4.2621599467519;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSLAR;ST-LARY;42.8139389262805;0.316710837142231;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSLAU;ST-LAURENT;48.1387376467079;-1.65121271901434;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSNOB;ST-LEONARD-DE;45.8476044302143;1.48678566817224;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSISL;ST-LEON-SUR-L ISLE;45.1216337381355;0.483987692665626;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSMAI;ST-MAIXENT;46.4165686008519;-0.210074755912289;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMAL;ST-MALO;48.6495651070664;-1.99652880228518;BRETAGNE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSMAM;ST-MAMMES (SNCF);48.3845221717098;2.82189089654014;ÎLE-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMCE;ST-MARCEL;46.6067363596504;1.49878530298705;CENTRE-VAL DE LOIRE;Saturé;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSMC5;ST-MARCELLIN;45.1459897180465;5.30829647824496;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSCRA;ST-MARTIN-DE-CRAU;43.6207937932417;4.80476847923502;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSLON;ST-MARTIN-DE-LONDRES;43.7811148711875;3.73877967589646;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste en zones de soutirage HTB
SSCH5;ST-MARTIN-LA-CHAMBRE;45.3645951894701;6.32163061876225;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSVI6;ST-MARTIN-LE-VIEUX;45.7572920927606;1.13201547078872;NOUVELLE-AQUITAINE;Saturé;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSVES;ST-MARTIN-VESUBIE;44.0436751235847;7.2787375141766;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMR;ST-MAUR;48.8116775945655;2.47686751295215;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSMRI;ST-MAURICE;44.7900901429784;6.07345221690604;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMA8;ST-MAXIMIN;43.4660348236068;5.86634985162338;PROVENCE-ALPES-CôTE D’AZUR;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSMAY;ST-MAYME;45.0294705027541;0.670788608819984;NOUVELLE-AQUITAINE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSMM5;ST-MICHEL-DE-MAURIENNE;45.2113124680753;6.48197520911016;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSMIH;ST-MIHIEL;48.9106915448654;5.50872895989295;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSNA6;ST-NAZAIRE;44.1901821641207;4.63095905275932;OCCITANIE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSNAZ;ST-NAZAIRE;47.2911027497992;-2.19824167405834;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSNI6;ST-NICOLAS-DU-PELEM;48.3118758963575;-3.1341079505323;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSOME;ST-OMER;50.7419600796555;2.2467071716943;HAUTS-DE-FRANCE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSOU5;ST-OUEN;48.9106849683635;2.32801116057039;ÎLE-DE-FRANCE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSPAR;ST-PARDOUX D;45.8686816258049;2.34136693830476;NOUVELLE-AQUITAINE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA
SSVAU;ST-PARRES-LES-VAUDES;48.1749068484921;4.20433522185997;GRAND EST;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSFEN;ST-PAUL-DE-FENOUILLET;42.8103859453118;2.51073104248551;OCCITANIE;Disponible;Poste en zones d'injection photovoltaïque HTA;Poste en zones d'injection photovoltaïque HTA et HTB
SSRET;ST-PERE-EN-RETZ;47.2044685486086;-2.05663307354473;PAYS DE LA LOIRE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSPEY;ST-PEY;44.8568724336087;-0.122681578476462;NOUVELLE-AQUITAINE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSBOU;ST-PHILBERT-DE-BOUAINE;47.0004448853003;-1.50612771980572;PAYS DE LA LOIRE;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
SSPIE;ST-PIERRE;48.3915563350517;-4.53924112928585;BRETAGNE;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSCOG;ST-PIERRE-COGNET;44.8720597620013;5.77237139245036;AUVERGNE-RHôNE-ALPES;Disponible;Poste pas concernée par des contraintes locales de réseau;Poste pas concernée par des contraintes locales de réseau
SSAL5;ST-PIERRE-D ALBIGNY;45.5499106440896;6.16067433283157;AUVERGNE-RHôNE-ALPES;Disponible;Poste en zones de soutirage HTA;Poste en zones de soutirage HTA et HTB
